cluster_uid,target,sources,n_sources,n_percent,silhouette_score,method,shortest_PPI_path_score_hippie,shortest_PPI_path_score_stringdb,shortest_PPI_path_score_biogrid,shared_PPI_partners_score_hippie,shared_PPI_partners_score_stringdb,shared_PPI_partners_score_biogrid,goa_similarity_lin,goa_similarity_resnik,goa_similarity_jc,grn_collectri_precision,grn_collectri_recall,grn_collectri_f1,grn_collectri_jaccard
ed91ce37735a,HMOX1,MEF2D;CEBPD,2,9.0909,0.2811,exp02_muscle_skeletal-coregtor-n_five,0.5,0.5,0.5,8.07402,15.69686,8.44597,0.64034,1.69095,0.62234,0.0,0.0,0.0,0.0
51efbfb46cf4,HMOX1,CEBPB;UGP2;HNRNPA1;SMPX;NFIX;PKM;ENO1,7,31.8182,0.2231,exp02_muscle_skeletal-coregtor-n_five,0.51984,0.56349,0.59524,21.68322,24.78776,38.68431,0.36018,1.10365,0.32604,0.0,0.0,0.0,0.0
340aaa50ca11,HMOX1,GADD45A;STUB1,2,9.0909,0.2202,exp02_muscle_skeletal-coregtor-n_five,0.5,0.5,0.5,2.82672,25.662,4.16831,0.47494,2.00343,0.31843,0.0,0.0,0.0,0.0
036d2f907c39,HSP90AA1,SOD1;ATF4;SF1;YBX1;TAF7;ESRRA,6,40.0,0.2808,exp02_muscle_skeletal-coregtor-n_five,0.5,0.48889,0.5,9.22131,14.60632,10.70782,0.42015,1.41654,0.34248,0.0,0.0,0.0,0.0
31bcb24253a5,MAT2A,NFIX;SF1;CEBPB;KLF10,4,44.4444,0.4037,exp02_muscle_skeletal-coregtor-n_five,0.5,0.5,0.66667,12.08653,5.92484,19.75696,0.54637,1.56465,0.46985,0.0,0.0,0.0,0.0
b4538710979b,MAT2A,GADD45A;ENO1;ATF4;JUNB;BHLHE40,5,55.5556,0.3284,exp02_muscle_skeletal-coregtor-n_five,0.6,0.55,0.6,13.01307,16.12512,4.25001,0.4945,1.77993,0.39544,0.0,0.0,0.0,0.0
8789efabb022,MCL1,RPL6;HNRNPA1;TAF7;SNRNP70;RPS4X,5,45.4545,0.4228,exp02_muscle_skeletal-coregtor-n_five,0.7,0.7,0.7,135.65891,52.89989,126.08198,0.48375,1.58144,0.37723,0.0,0.0,0.0,0.0
f222c6b24805,NFKBIA,CEBPB;KLF9;BCL6,3,60.0,0.6369,exp02_muscle_skeletal-coregtor-n_five,0.5,0.83333,0.5,5.85314,35.6071,12.49365,0.52177,1.85913,0.42527,0.33333,0.02941,0.05405,0.02778
996077035705,NFKBIA,UBXN1;CEBPD,2,40.0,0.5153,exp02_muscle_skeletal-coregtor-n_five,0.5,0.33333,0.5,2.27026,0.0,5.62713,0.31003,0.9351,0.26469,0.0,0.0,0.0,0.0
81b77242af1a,PDK4,KLF9;CEBPB,2,100.0,0.0,exp02_muscle_skeletal-coregtor-n_five,0.5,1.0,0.5,2.4797,9.49183,6.91269,0.41675,1.4977,0.35926,0.5,0.04348,0.08,0.04167
3fef54071da6,PDLIM7,NR4A1;ZNF358;UBXN1;RPS10,4,40.0,0.7365,exp02_muscle_skeletal-coregtor-n_five,0.52778,0.44444,0.52778,4.46161,1.88502,6.09921,0.27557,0.71002,0.29006,0.0,0.0,0.0,0.0
841d93f62cb1,PDLIM7,PRDX5;GPD1;PKM;TPI1;HADHB,5,50.0,0.6239,exp02_muscle_skeletal-coregtor-n_five,0.53333,0.7,0.55,21.54686,47.73845,30.89793,0.4182,1.57774,0.31412,0.0,0.0,0.0,0.0
3becaaa37fd7,PER1,MEF2D;CEBPB;KLF9;RPS4X;SNRNP70;RPL35;CEBPD,7,70.0,0.3205,exp02_muscle_skeletal-coregtor-n_five,0.5873,0.5873,0.64286,42.8058,14.49091,56.61985,0.41603,1.28107,0.36617,0.0,0.0,0.0,0.0
399f15abd707,PRKACA,SUCLG1;RPL6;YBX1,3,20.0,0.3117,exp02_muscle_skeletal-coregtor-n_five,0.66667,0.66667,0.66667,91.25098,38.28197,102.725,0.33197,0.90975,0.2991,0.0,0.0,0.0,0.0
6767a2fba859,PRKACA,TRIP10;YWHAE;MEF2D;ESRRA;NFIC,5,33.3333,0.2394,exp02_muscle_skeletal-coregtor-n_five,0.5,0.5,0.5,8.22877,5.5257,8.5027,0.40272,1.1042,0.38695,0.2,0.02128,0.03846,0.01961
1527b854a624,RHOA,RPS4X;RPL35;YWHAE;CSNK2B,4,80.0,0.2392,exp02_muscle_skeletal-coregtor-n_five,0.58333,0.58333,0.58333,88.55993,6.88875,88.90068,0.39592,1.1329,0.37127,0.0,0.0,0.0,0.0
08aa776aa286,SOD2,PSMA6;TPI1;UBXN1;NFIC,4,80.0,0.6151,exp02_muscle_skeletal-coregtor-n_five,0.5,0.55556,0.5,12.09673,7.93289,17.28552,0.31086,1.00223,0.27497,0.0,0.0,0.0,0.0
5371e5e16c2a,SPARC,HADHB;SMPX;ESRRA;JUNB;HNRNPA1,5,29.4118,0.608,exp02_muscle_skeletal-coregtor-n_five,0.41667,0.46667,0.425,8.86296,2.95633,7.23404,0.29007,0.80885,0.29201,0.0,0.0,0.0,0.0
0a86140cedb3,SQSTM1,MEF2D;PSMA6;CSNK2B;YWHAE;NFE2L1,5,71.4286,0.682,exp02_muscle_skeletal-coregtor-n_five,0.5,0.5,0.5,12.64862,8.06423,12.71612,0.37125,1.27343,0.30738,0.0,0.0,0.0,0.0
8a67e3f9c1bb,TAGLN,RPL35;RPS4X,2,9.5238,0.2853,exp02_muscle_skeletal-coregtor-n_five,1.0,1.0,1.0,255.85101,0.0,275.56393,0.72649,2.13808,0.66742,0.0,0.0,0.0,0.0
79b0ee0a8829,TAGLN,CSNK2B;JUNB,2,9.5238,0.172,exp02_muscle_skeletal-coregtor-n_five,0.5,0.5,0.5,6.91697,0.93473,5.48632,0.36501,1.103,0.33758,0.0,0.0,0.0,0.0
0561b9f991a7,TAGLN,NFIC;NFIX,2,9.5238,0.153,exp02_muscle_skeletal-coregtor-n_five,1.0,1.0,1.0,163.44278,81.11531,0.0,0.96694,2.84918,0.95827,0.0,0.0,0.0,0.0
eadd38366219,TAGLN,PSMA6;CFL2;UGP2;GPD1;GOT1,5,23.8095,0.1462,exp02_muscle_skeletal-coregtor-n_five,0.48333,0.5,0.5,2.02938,6.21484,6.2484,0.31325,1.14476,0.25857,0.0,0.0,0.0,0.0
3c1f5f7a3c68,TIMP3,SF1;JUNB;HADHB;SNRNP70;HNRNPA1,5,45.4545,0.4817,exp02_muscle_skeletal-coregtor-n_five,0.65,0.65,0.6,58.57665,61.21326,56.03936,0.42182,1.34996,0.35019,0.0,0.0,0.0,0.0
7b85a71ca3e4,TIMP3,KLF9;RPS4X,2,18.1818,0.3605,exp02_muscle_skeletal-coregtor-n_five,0.5,0.5,0.5,2.93127,0.18915,5.16094,0.23777,0.67761,0.25257,0.0,0.0,0.0,0.0
3e7965770e65,VIM,RPL35;RPS4X;SNRNP70;CSNK2B;HNRNPA1,5,55.5556,0.5243,exp02_muscle_skeletal-coregtor-n_five,0.75,0.7,0.75,130.94674,48.52509,146.11093,0.44913,1.37799,0.38653,0.0,0.0,0.0,0.0
